DATE,YEAR,WEEK,% WEIGHTED ILI,REGIONAL ILI BASELINE,ABOVE BASELINE,IS FLUWEEK,AGE 0-4,AGE 5-24,AGE 25-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,TOTAL SPECIMENS,A (Subtyping not Performed),A (2009 H1N1),A (H1),A (H3),B,Bvic,Byam,AVG WIND SPEED MONTHLY,COOLING DAYS MONTHLY,HEATING DAYS MONTHLY,PRECIPITATION MONTHLY,AVG TEMP MONTHLY,POPULATION,VAXEFFECTIVENESS,VACCINERATENATIONAL,AWND,PRCP,TAVG
2006-01-22,2006,3,0.99763,0.88594986,1,1,62,111,74,17,264,116,27751,487,27,0,0,14,0,0,0,4.0,0.0,552.3,105.9,-0.5,14245540,21,25.6,4.708571428571429,3.7952380952380946,-0.5
2006-01-29,2006,4,1.22025,0.88594986,1,1,70,146,102,22,340,117,29513,511,32,0,0,8,0,0,0,4.0,0.0,552.3,105.9,-0.5,14245540,21,25.6,3.1942857142857144,3.469047619047619,-0.5
2006-02-05,2006,5,1.54337,0.88594986,1,1,82,230,93,25,430,117,31657,578,51,0,1,11,0,0,0,3.6,0.0,569.8,66.8,-2.2,14245540,21,25.6,3.5542857142857147,7.102380952380953,-2.2
2006-02-12,2006,6,1.67782,0.88594986,1,1,82,260,121,20,483,112,30945,625,72,0,1,19,5,0,0,3.6,0.0,569.8,66.8,-2.2,14245540,21,25.6,4.574285714285715,1.280952380952381,-2.2
2006-02-19,2006,7,2.11487,0.88594986,1,1,103,314,107,21,545,115,29971,641,86,0,1,39,0,0,0,3.6,0.0,569.8,66.8,-2.2,14245540,21,25.6,4.212,0.2533333333333333,-2.2
2006-02-26,2006,8,2.1179,0.88594986,1,1,90,324,101,40,555,115,28935,715,115,0,3,32,5,0,0,3.6,0.0,569.8,66.8,-2.2,14245540,21,25.6,3.043333333333333,0.5722222222222222,-2.2
2006-03-05,2006,9,2.22036,0.88594986,1,1,106,346,132,29,613,116,30444,721,129,0,0,40,8,0,0,4.1,0.0,491.4,27.2,2.5,14245540,21,25.6,5.082857142857143,1.6333333333333333,2.5
2006-03-12,2006,10,2.25545,0.88594986,1,1,98,334,139,43,614,110,30045,674,108,0,1,33,12,0,0,4.1,0.0,491.4,27.2,2.5,14245540,21,25.6,3.0799999999999996,0.42857142857142855,2.5
2006-03-19,2006,11,2.00757,0.88594986,1,1,80,258,140,37,515,109,27290,643,97,0,1,18,21,0,0,4.1,0.0,491.4,27.2,2.5,14245540,21,25.6,4.88,1.2194444444444446,2.5
2006-03-26,2006,12,1.7712,0.88594986,1,1,64,245,137,42,488,108,28188,654,78,0,0,7,22,0,0,4.1,0.0,491.4,27.2,2.5,14245540,21,25.6,3.9457142857142853,0.019047619047619046,2.5
2006-04-02,2006,13,1.54477,0.88594986,1,1,52,266,111,31,460,104,29509,567,67,0,1,3,36,0,0,4.0,0.1,267.6,69.6,9.4,14245540,21,25.6,3.468571428571429,0.369047619047619,9.4
2006-04-09,2006,14,1.47691,0.88594986,1,1,58,244,98,26,426,101,28643,505,28,0,0,2,45,0,0,4.0,0.1,267.6,69.6,9.4,14245540,21,25.6,3.900000000000001,5.069047619047619,9.4
2006-04-16,2006,15,1.47145,0.88594986,1,1,54,206,103,22,385,95,25693,439,14,0,1,5,41,0,0,4.0,0.1,267.6,69.6,9.4,14245540,21,25.6,3.82,0.43571428571428567,9.4
2006-04-23,2006,16,1.09617,0.88594986,1,1,25,159,72,17,273,89,23501,340,10,0,0,1,41,0,0,4.0,0.1,267.6,69.6,9.4,14245540,21,25.6,4.477142857142858,3.154761904761905,9.4
2006-04-30,2006,17,0.663809,0.88594986,0,0,30,99,51,10,190,89,23255,226,1,0,0,0,11,0,0,4.0,0.1,267.6,69.6,9.4,14245540,21,25.6,3.6314285714285712,0.7457142857142857,9.4
2006-05-07,2006,18,0.556419,0.88594986,0,0,25,75,35,19,154,83,20934,188,3,0,0,2,11,0,0,3.9,18.9,128.0,216.0,14.9,14245540,21,25.6,4.011428571428572,4.076190476190475,14.9
2006-05-14,2006,19,0.555115,0.88594986,0,0,16,53,36,13,118,80,19654,185,1,0,0,0,5,0,0,3.9,18.9,128.0,216.0,14.9,14245540,21,25.6,4.359999999999999,18.32857142857143,14.9
2006-05-21,2006,20,0.305411,0.88594986,0,0,12,24,6,3,45,80,17504,153,2,0,0,0,3,0,0,3.9,18.9,128.0,216.0,14.9,14245540,21,25.6,3.8142857142857145,6.571904761904761,14.9
2006-05-28,2006,21,0.332538,0.88594986,0,0,14,21,6,2,43,76,16842,142,1,0,0,0,0,0,0,3.9,18.9,128.0,216.0,14.9,14245540,21,25.6,3.4342857142857146,0.6371428571428571,14.9
2006-06-04,2006,22,0.400552,0.88594986,0,0,17,10,8,4,39,71,13756,140,0,0,0,0,2,0,0,3.1,73.2,29.6,212.8,19.8,14245540,21,25.6,3.188571428571428,9.98047619047619,19.8
2006-06-11,2006,23,0.216022,0.88594986,0,0,10,10,8,0,28,68,15019,108,0,0,0,0,0,0,0,3.1,73.2,29.6,212.8,19.8,14245540,21,25.6,3.5628571428571427,11.26952380952381,19.8
2006-06-18,2006,24,0.262875,0.88594986,0,0,4,15,11,3,33,67,14327,116,3,0,0,0,0,0,0,3.1,73.2,29.6,212.8,19.8,14245540,21,25.6,2.825714285714285,0.4880952380952381,19.8
2006-06-25,2006,25,0.266647,0.88594986,0,0,6,10,8,2,26,65,14057,100,1,0,0,0,0,0,0,3.1,73.2,29.6,212.8,19.8,14245540,21,25.6,2.5714285714285716,7.952380952380953,19.8
2006-07-02,2006,26,0.316539,0.88594986,0,0,6,13,7,3,29,59,13151,124,0,0,0,0,0,0,0,3.2,151.3,2.1,89.7,23.2,14245540,21,25.6,3.985714285714286,4.692857142857143,23.2
2006-07-09,2006,27,0.319046,0.88594986,0,0,7,14,8,3,32,58,12072,88,0,0,0,0,0,0,0,3.2,151.3,2.1,89.7,23.2,14245540,21,25.6,2.5342857142857143,1.7476190476190478,23.2
2006-07-16,2006,28,0.199702,0.88594986,0,0,2,12,9,3,26,59,13583,58,0,0,0,0,0,0,0,3.2,151.3,2.1,89.7,23.2,14245540,21,25.6,2.688571428571429,4.707142857142856,23.2
2006-07-23,2006,29,0.208761,0.88594986,0,0,4,13,3,0,20,56,12830,66,0,0,0,0,0,0,0,3.2,151.3,2.1,89.7,23.2,14245540,21,25.6,2.737142857142857,6.297619047619048,23.2
2006-07-30,2006,30,0.265558,0.88594986,0,0,4,11,4,3,22,57,13155,58,0,0,0,0,0,0,0,3.2,151.3,2.1,89.7,23.2,14245540,21,25.6,3.3971428571428572,2.842857142857143,23.2
2006-08-06,2006,31,0.192714,0.88594986,0,0,7,5,4,1,17,54,12266,66,0,0,0,0,0,0,0,2.9,96.3,15.5,96.8,20.9,14245540,21,25.6,2.8114285714285714,2.3952380952380956,20.9
2006-08-13,2006,32,0.276121,0.88594986,0,0,4,14,5,2,25,53,12383,63,0,0,0,0,0,0,0,2.9,96.3,15.5,96.8,20.9,14245540,21,25.6,3.4742857142857138,1.5071428571428573,20.9
2006-08-20,2006,33,0.190975,0.88594986,0,0,5,4,4,2,15,54,12551,51,0,0,0,0,0,0,0,2.9,96.3,15.5,96.8,20.9,14245540,21,25.6,2.7971428571428576,5.321428571428571,20.9
2006-08-27,2006,34,0.185585,0.88594986,0,0,2,7,6,4,19,53,12573,68,0,0,0,0,0,0,0,2.9,96.3,15.5,96.8,20.9,14245540,21,25.6,2.294285714285714,3.4547619047619045,20.9
2006-09-03,2006,35,0.223346,0.88594986,0,0,3,25,3,2,33,55,13672,85,0,0,0,0,0,0,0,3.0,16.3,103.9,72.9,15.3,14245540,21,25.6,3.231428571428571,3.19952380952381,15.3
2006-09-10,2006,36,0.14826,0.88594986,0,0,6,9,3,2,20,52,13325,82,0,0,0,0,0,0,0,3.0,16.3,103.9,72.9,15.3,14245540,21,25.6,2.38,1.3714285714285714,15.3
2006-09-17,2006,37,0.272287,0.88594986,0,0,10,21,2,1,34,54,15395,115,0,0,0,0,0,0,0,3.0,16.3,103.9,72.9,15.3,14245540,21,25.6,2.2485714285714287,2.104761904761905,15.3
2006-09-24,2006,38,0.124478,0.88594986,0,0,2,10,4,1,17,51,14047,104,0,0,0,0,0,0,0,3.0,16.3,103.9,72.9,15.3,14245540,21,25.6,3.3400000000000003,2.479047619047619,15.3
2006-10-01,2006,39,0.391884,0.88594986,0,0,6,23,4,2,35,51,14227,105,1,0,0,0,0,0,0,4.0,0.7,253.6,150.5,9.9,14245540,21,25.6,2.771428571428572,5.047619047619047,9.9
2006-10-08,2006,40,0.402107,0.90501,0,0,25,54,46,18,143,115,28185,139,0,0,0,1,1,0,0,4.0,0.7,253.6,150.5,9.9,14245540,52,28.7,3.1199999999999997,1.0023809523809524,9.9
2006-10-15,2006,41,0.371549,0.90501,0,0,10,58,52,9,129,118,27787,122,0,0,0,0,0,0,0,4.0,0.7,253.6,150.5,9.9,14245540,52,28.7,2.999166666666667,5.7444444444444445,9.9
2006-10-22,2006,42,0.553866,0.90501,0,0,25,83,63,15,186,122,31447,186,0,0,0,0,2,0,0,4.0,0.7,253.6,150.5,9.9,14245540,52,28.7,2.5766666666666667,5.419444444444443,9.9
2006-10-29,2006,43,0.507175,0.90501,0,0,21,89,71,21,202,129,31952,176,0,0,0,0,0,0,0,4.0,0.7,253.6,150.5,9.9,14245540,52,28.7,4.845714285714286,10.263809523809524,9.9
2006-11-05,2006,44,0.680851,0.90501,0,0,36,118,69,13,236,128,32570,248,0,0,0,0,0,0,0,3.5,0.0,340.1,135.7,6.6,14245540,52,28.7,2.7714285714285714,0.9190476190476188,6.6
2006-11-12,2006,45,0.531849,0.90501,0,0,28,92,74,11,205,132,34772,246,2,0,0,0,0,0,0,3.5,0.0,340.1,135.7,6.6,14245540,52,28.7,2.7228571428571433,6.8309523809523816,6.6
2006-11-19,2006,46,0.598564,0.90501,0,0,26,119,83,16,244,129,33896,261,1,0,0,0,0,0,0,3.5,0.0,340.1,135.7,6.6,14245540,52,28.7,3.5457142857142854,6.261904761904761,6.6
2006-11-26,2006,47,0.771447,0.90501,0,0,47,93,82,26,248,129,24337,270,3,0,0,0,0,0,0,3.5,0.0,340.1,135.7,6.6,14245540,52,28.7,3.291428571428572,4.652380952380953,6.6
2006-12-03,2006,48,0.691579,0.90501,0,0,30,91,89,25,235,130,33712,388,2,0,0,0,0,0,0,3.5,0.0,515.4,61.2,1.2,14245540,52,28.7,3.5966666666666662,4.483333333333333,1.2
2006-12-10,2006,49,0.869531,0.90501,0,0,52,123,77,30,282,126,31700,406,2,0,4,0,0,0,0,3.5,0.0,515.4,61.2,1.2,14245540,52,28.7,3.8314285714285714,0.6423809523809523,1.2
2006-12-17,2006,50,1.06632,0.90501,1,0,50,113,137,26,326,125,31135,447,8,0,1,0,2,0,0,3.5,0.0,515.4,61.2,1.2,14245540,52,28.7,2.614285714285714,0.44285714285714295,1.2
2006-12-24,2006,51,0.964736,0.90501,1,1,46,96,97,32,271,119,26333,486,16,0,8,0,5,0,0,3.5,0.0,515.4,61.2,1.2,14245540,52,28.7,3.0828571428571427,3.485714285714286,1.2
2006-12-31,2006,52,1.5931,0.90501,1,1,91,97,110,40,338,115,20416,489,10,0,4,0,1,0,0,3.5,0.0,515.4,61.2,1.2,14245540,52,28.7,3.056666666666667,2.1861111111111113,1.2
2007-01-07,2007,1,1.35885,0.90501,1,1,69,114,142,34,359,120,24758,537,10,0,2,0,3,0,0,3.7,0.0,625.5,61.0,-3.1,14279205,52,28.7,3.8800000000000003,1.4999999999999998,-3.1
2007-01-14,2007,2,1.07263,0.90501,1,1,56,131,90,32,309,117,28330,474,16,0,5,1,0,0,0,3.7,0.0,625.5,61.0,-3.1,14279205,52,28.7,3.705714285714286,3.583333333333333,-3.1
2007-01-21,2007,3,1.35598,0.90501,1,1,88,162,101,29,380,123,26408,387,13,0,5,0,0,0,0,3.7,0.0,625.5,61.0,-3.1,14279205,52,28.7,4.696000000000001,1.08,-3.1
2007-01-28,2007,4,0.93553,0.90501,1,1,66,127,94,22,309,122,30608,392,14,0,8,0,4,0,0,3.7,0.0,625.5,61.0,-3.1,14279205,52,28.7,2.9314285714285715,0.12380952380952381,-3.1
2007-02-04,2007,5,1.29455,0.90501,1,1,81,195,122,21,419,123,31628,415,18,0,16,2,2,0,0,4.3,0.0,660.3,49.5,-5.0,14279205,52,28.7,2.896,1.1099999999999999,-5.0
2007-02-11,2007,6,1.70886,0.90501,1,1,96,269,126,29,520,124,31232,501,54,0,23,5,7,0,0,4.3,0.0,660.3,49.5,-5.0,14279205,52,28.7,4.81,0.09166666666666667,-5.0
2007-02-18,2007,7,1.80821,0.90501,1,1,70,250,144,32,496,118,27038,490,46,0,26,7,7,0,0,4.3,0.0,660.3,49.5,-5.0,14279205,52,28.7,5.163333333333334,4.322222222222222,-5.0
2007-02-25,2007,8,1.78855,0.90501,1,1,79,271,125,37,512,121,28017,538,37,0,27,17,12,0,0,4.3,0.0,660.3,49.5,-5.0,14279205,52,28.7,4.366666666666667,0.6166666666666666,-5.0
2007-03-04,2007,9,1.66031,0.90501,1,1,77,267,142,34,520,118,28518,513,46,0,15,31,11,0,0,4.1,0.0,492.1,103.9,2.1,14279205,52,28.7,2.7314285714285718,6.014285714285714,2.1
2007-03-11,2007,10,1.43936,0.90501,1,1,52,239,131,37,459,117,27844,521,48,0,10,22,13,0,0,4.1,0.0,492.1,103.9,2.1,14279205,52,28.7,4.996428571428571,0.8499999999999999,2.1
2007-03-18,2007,11,2.00442,0.90501,1,1,34,193,160,30,417,115,24310,454,48,0,8,30,13,0,0,4.1,0.0,492.1,103.9,2.1,14279205,52,28.7,4.751428571428572,6.140476190476191,2.1
2007-03-25,2007,12,1.5568,0.90501,1,1,38,184,104,27,353,114,24834,502,53,0,3,17,14,0,0,4.1,0.0,492.1,103.9,2.1,14279205,52,28.7,4.025714285714286,1.069047619047619,2.1
2007-04-01,2007,13,1.55956,0.90501,1,1,35,205,104,33,377,113,28057,456,45,0,5,21,6,0,0,4.2,2.7,308.6,163.6,8.0,14279205,52,28.7,4.2,1.4404761904761902,8.0
2007-04-08,2007,14,1.28254,0.90501,1,1,45,141,86,50,322,110,25481,453,36,0,0,13,17,0,0,4.2,2.7,308.6,163.6,8.0,14279205,52,28.7,4.1257142857142854,4.723809523809523,8.0
2007-04-15,2007,15,1.08734,0.90501,1,1,33,110,98,43,284,102,24551,406,25,0,0,16,9,0,0,4.2,2.7,308.6,163.6,8.0,14279205,52,28.7,4.188,12.243333333333334,8.0
2007-04-22,2007,16,0.944558,0.90501,1,1,35,79,72,28,214,96,21135,370,27,0,0,9,12,0,0,4.2,2.7,308.6,163.6,8.0,14279205,52,28.7,6.304,7.633333333333335,8.0
2007-04-29,2007,17,0.627157,0.90501,0,0,21,71,54,34,180,94,23459,319,19,0,0,10,8,0,0,4.2,2.7,308.6,163.6,8.0,14279205,52,28.7,2.9857142857142853,4.285714285714286,8.0
2007-05-06,2007,18,0.573971,0.90501,0,0,22,36,43,26,127,92,21061,207,8,0,0,3,8,0,0,3.9,33.3,104.4,78.2,16.1,14279205,52,28.7,4.174285714285714,0.9380952380952381,16.1
2007-05-13,2007,19,0.427937,0.90501,0,0,21,27,24,22,94,86,18846,194,1,0,0,0,3,0,0,3.9,33.3,104.4,78.2,16.1,14279205,52,28.7,3.414285714285714,0.9333333333333333,16.1
2007-05-20,2007,20,0.209288,0.90501,0,0,10,21,4,2,37,83,17803,205,5,0,0,8,3,0,0,3.9,33.3,104.4,78.2,16.1,14279205,52,28.7,3.691428571428571,8.472857142857142,16.1
2007-05-27,2007,21,0.202561,0.90501,0,0,5,18,7,3,33,80,16492,148,2,0,0,0,0,0,0,3.9,33.3,104.4,78.2,16.1,14279205,52,28.7,2.9828571428571427,0.13714285714285715,16.1
2007-06-03,2007,22,0.373541,0.90501,0,0,12,14,10,5,41,71,13171,132,0,0,0,0,1,0,0,3.3,65.7,29.8,102.4,19.5,14279205,52,28.7,2.900000000000001,2.8904761904761904,19.5
2007-06-10,2007,23,0.36067,0.90501,0,0,6,10,8,1,25,69,13034,115,1,0,0,0,0,0,0,3.3,65.7,29.8,102.4,19.5,14279205,52,28.7,3.0485714285714285,5.269047619047618,19.5
2007-06-17,2007,24,0.392083,0.90501,0,0,11,13,5,6,35,65,12172,119,0,0,0,0,0,0,0,3.3,65.7,29.8,102.4,19.5,14279205,52,28.7,3.3400000000000003,0.7333333333333333,19.5
2007-06-24,2007,25,0.55816,0.90501,0,0,9,16,13,3,41,64,12271,100,0,0,0,0,0,0,0,3.3,65.7,29.8,102.4,19.5,14279205,52,28.7,3.5714285714285716,1.157142857142857,19.5
2007-07-01,2007,26,0.412046,0.90501,0,0,10,7,20,5,42,65,12555,81,0,0,0,0,0,0,0,3.0,113.7,6.3,97.2,21.8,14279205,52,28.7,3.468571428571429,0.9928571428571429,21.8
2007-07-08,2007,27,0.556126,0.90501,0,0,14,9,5,4,32,60,10209,61,0,0,0,0,0,0,0,3.0,113.7,6.3,97.2,21.8,14279205,52,28.7,3.1428571428571432,2.9880952380952377,21.8
2007-07-15,2007,28,0.760775,0.90501,0,0,11,9,7,10,37,60,11738,56,0,0,0,0,0,0,0,3.0,113.7,6.3,97.2,21.8,14279205,52,28.7,3.1335714285714285,6.197619047619047,21.8
2007-07-22,2007,29,0.417173,0.90501,0,0,8,12,9,2,31,61,11806,51,0,0,0,0,0,0,0,3.0,113.7,6.3,97.2,21.8,14279205,52,28.7,2.582857142857143,3.9285714285714284,21.8
2007-07-29,2007,30,0.1696,0.90501,0,0,2,4,8,4,18,58,10171,48,0,0,0,0,0,0,0,3.0,113.7,6.3,97.2,21.8,14279205,52,28.7,2.6457142857142855,2.333333333333333,21.8
2007-08-05,2007,31,0.448218,0.90501,0,0,2,5,7,6,20,59,10931,45,0,0,0,0,0,0,0,3.0,101.5,22.7,45.4,20.9,14279205,52,28.7,2.5200000000000005,2.5404761904761908,20.9
2007-08-12,2007,32,0.13698,0.90501,0,0,5,7,5,4,21,59,11163,53,0,0,0,0,0,0,0,3.0,101.5,22.7,45.4,20.9,14279205,52,28.7,2.717142857142857,3.1885714285714286,20.9
2007-08-19,2007,33,0.2925,0.90501,0,0,4,12,7,3,26,60,11428,46,0,0,0,1,0,0,0,3.0,101.5,22.7,45.4,20.9,14279205,52,28.7,3.037142857142857,1.7976190476190474,20.9
2007-08-26,2007,34,0.310451,0.90501,0,0,8,9,11,3,31,60,12273,56,0,0,0,0,0,0,0,3.0,101.5,22.7,45.4,20.9,14279205,52,28.7,2.6885714285714286,0.5190476190476191,20.9
2007-09-02,2007,35,0.362905,0.90501,0,0,6,8,14,4,32,61,13152,60,0,0,0,0,0,0,0,2.9,42.4,75.4,72.2,17.3,14279205,52,28.7,2.7514285714285713,0.3095238095238095,17.3
2007-09-09,2007,36,0.314987,0.90501,0,0,4,14,9,2,29,62,12920,57,0,0,0,0,0,0,0,2.9,42.4,75.4,72.2,17.3,14279205,52,28.7,3.351428571428572,1.619047619047619,17.3
2007-09-16,2007,37,0.267262,0.90501,0,0,4,15,12,2,33,63,14805,80,0,0,0,0,0,0,0,2.9,42.4,75.4,72.2,17.3,14279205,52,28.7,2.597142857142857,5.8309523809523816,17.3
2007-09-23,2007,38,0.310882,0.90501,0,0,10,16,12,5,43,63,14414,78,0,0,0,1,0,0,0,2.9,42.4,75.4,72.2,17.3,14279205,52,28.7,2.3314285714285714,0.007142857142857143,17.3
2007-09-30,2007,39,0.48859,0.90501,0,0,10,27,17,8,62,64,15592,103,0,0,0,0,0,0,0,3.6,12.1,209.2,91.7,11.8,14279205,52,28.7,3.0914285714285716,1.8785714285714283,11.8
2007-10-07,2007,40,0.639188,1.4,0,0,27,67,52,27,173,112,26727,115,0,0,0,0,0,0,0,3.6,12.1,209.2,91.7,11.8,14279205,37,31.7,2.1342857142857143,1.3190476190476192,11.8
2007-10-14,2007,41,0.654941,1.4,0,0,21,74,59,35,189,114,25598,143,0,0,0,0,0,0,0,3.6,12.1,209.2,91.7,11.8,14279205,37,31.7,3.0171428571428573,5.147619047619047,11.8
2007-10-21,2007,42,0.722342,1.4,0,0,31,90,46,23,190,114,28770,152,0,0,2,0,0,0,0,3.6,12.1,209.2,91.7,11.8,14279205,37,31.7,2.7600000000000002,3.4285714285714293,11.8
2007-10-28,2007,43,0.944545,1.4,0,0,29,107,51,57,244,114,29133,164,0,0,0,0,1,0,0,3.6,12.1,209.2,91.7,11.8,14279205,37,31.7,3.4857142857142853,3.3023809523809526,11.8
2007-11-04,2007,44,0.988923,1.4,0,0,48,131,48,22,249,116,29222,173,0,0,0,0,0,0,0,3.1,0.0,473.3,98.1,2.6,14279205,37,31.7,3.6828571428571424,1.8738095238095238,2.6
2007-11-11,2007,45,0.906593,1.4,0,0,40,131,51,19,241,114,29883,287,2,0,0,0,1,0,0,3.1,0.0,473.3,98.1,2.6,14279205,37,31.7,3.197142857142857,2.8047619047619046,2.6
2007-11-18,2007,46,0.751596,1.4,0,0,37,93,51,28,209,113,28186,289,0,0,1,0,0,0,0,3.1,0.0,473.3,98.1,2.6,14279205,37,31.7,3.474285714285714,4.464285714285714,2.6
2007-11-25,2007,47,1.01989,1.4,0,0,37,72,76,26,211,113,18776,294,0,0,0,0,0,0,0,3.1,0.0,473.3,98.1,2.6,14279205,37,31.7,2.777142857142857,1.3547619047619046,2.6
2007-12-02,2007,48,0.938472,1.4,0,0,40,128,62,21,251,114,27805,353,1,0,2,0,0,0,0,3.4,0.0,653.1,102.8,-2.8,14279205,37,31.7,3.922857142857143,2.8976190476190475,-2.8
2007-12-09,2007,49,1.00605,1.4,0,0,53,122,58,23,256,110,25383,322,3,0,2,0,0,0,0,3.4,0.0,653.1,102.8,-2.8,14279205,37,31.7,3.0542857142857143,2.707142857142857,-2.8
2007-12-16,2007,50,0.893558,1.4,0,0,34,99,63,26,222,116,25667,376,6,0,2,0,2,0,0,3.4,0.0,653.1,102.8,-2.8,14279205,37,31.7,3.497142857142857,6.378571428571429,-2.8
2007-12-23,2007,51,0.939968,1.4,0,0,42,76,54,25,197,111,22252,499,10,0,2,1,3,0,0,3.4,0.0,653.1,102.8,-2.8,14279205,37,31.7,3.205714285714286,3.2452380952380957,-2.8
2007-12-30,2007,52,1.18507,1.4,0,0,52,56,75,32,215,112,16140,443,8,0,2,0,3,0,0,3.4,0.0,653.1,102.8,-2.8,14279205,37,31.7,2.937142857142857,2.664285714285714,-2.8
2008-01-06,2008,1,1.55353,1.4,1,0,60,59,88,38,245,110,18341,489,6,0,2,2,4,0,0,3.4,0.0,636.4,72.8,-2.6,14340115,37,31.7,3.414285714285714,2.8523809523809525,-2.6
2008-01-13,2008,2,1.30913,1.4,0,0,54,84,82,46,266,110,23616,577,14,0,6,2,20,0,0,3.4,0.0,636.4,72.8,-2.6,14340115,37,31.7,2.954285714285714,3.5452380952380955,-2.6
2008-01-20,2008,3,1.21744,1.4,0,0,45,85,64,34,228,112,23088,628,30,0,3,1,15,0,0,3.4,0.0,636.4,72.8,-2.6,14340115,37,31.7,3.4571428571428564,2.9428571428571426,-2.6
2008-01-27,2008,4,1.36279,1.4,0,0,49,154,80,26,309,110,25377,650,36,0,5,5,17,0,0,3.4,0.0,636.4,72.8,-2.6,14340115,37,31.7,3.44,0.2928571428571428,-2.6
2008-02-03,2008,5,2.20173,1.4,1,0,82,279,115,31,507,112,27375,891,79,0,7,10,77,0,0,3.7,0.0,596.2,181.9,-2.1,14340115,37,31.7,3.6714285714285717,6.075714285714286,-2.1
2008-02-10,2008,6,3.1347,1.4,1,1,94,601,193,34,922,114,30178,1057,127,0,10,20,112,0,0,3.7,0.0,596.2,181.9,-2.1,14340115,37,31.7,2.691428571428571,6.128571428571428,-2.1
2008-02-17,2008,7,4.20399,1.4,1,1,103,628,267,51,1049,111,28577,1314,192,0,21,30,158,0,0,3.7,0.0,596.2,181.9,-2.1,14340115,37,31.7,4.457142857142857,8.880952380952381,-2.1
2008-02-24,2008,8,3.98497,1.4,1,1,111,522,319,65,1017,110,26979,1857,273,0,12,38,210,0,0,3.7,0.0,596.2,181.9,-2.1,14340115,37,31.7,3.825714285714286,3.8547619047619044,-2.1
2008-03-02,2008,9,3.17721,1.4,1,1,94,458,326,62,940,111,28131,1778,209,0,12,43,190,0,0,4.2,0.0,484.5,123.4,2.7,14340115,37,31.7,3.559999999999999,3.904761904761904,2.7
2008-03-09,2008,10,2.93119,1.4,1,1,89,381,306,84,860,106,27905,1504,160,0,4,26,198,0,0,4.2,0.0,484.5,123.4,2.7,14340115,37,31.7,4.4228571428571435,10.261904761904761,2.7
2008-03-16,2008,11,2.45089,1.4,1,1,73,230,246,63,612,105,24915,1395,123,0,4,25,163,0,0,4.2,0.0,484.5,123.4,2.7,14340115,37,31.7,3.3000000000000003,1.2619047619047616,2.7
2008-03-23,2008,12,1.91642,1.4,1,1,40,187,222,45,494,99,22596,1129,72,0,3,25,119,0,0,4.2,0.0,484.5,123.4,2.7,14340115,37,31.7,5.202857142857143,3.6452380952380956,2.7
2008-03-30,2008,13,1.45962,1.4,1,1,41,139,134,51,365,98,23298,1039,64,0,3,36,107,0,0,3.5,0.3,258.6,86.3,9.8,14340115,37,31.7,3.6914285714285713,1.25,9.8
2008-04-06,2008,14,1.21644,1.4,0,0,35,132,127,30,324,97,24490,869,65,0,0,30,76,0,0,3.5,0.3,258.6,86.3,9.8,14340115,37,31.7,4.388571428571429,3.964285714285715,9.8
2008-04-13,2008,15,0.911753,1.4,0,0,34,94,96,33,257,98,24802,688,39,0,0,14,59,0,0,3.5,0.3,258.6,86.3,9.8,14340115,37,31.7,3.448571428571429,1.5333333333333334,9.8
2008-04-20,2008,16,0.797581,1.4,0,0,23,87,63,18,191,96,23210,470,15,0,0,3,22,0,0,3.5,0.3,258.6,86.3,9.8,14340115,37,31.7,2.7114285714285713,0.0,9.8
2008-04-27,2008,17,0.859879,1.4,0,0,27,74,50,14,165,93,23400,345,8,0,0,2,15,0,0,3.5,0.3,258.6,86.3,9.8,14340115,37,31.7,2.885714285714286,0.26904761904761904,9.8
2008-05-04,2008,18,0.525096,1.4,0,0,13,61,41,10,125,92,22352,199,2,0,0,0,5,0,0,3.7,14.9,131.6,66.4,14.6,14340115,37,31.7,3.1285714285714286,10.183333333333334,14.6
2008-05-11,2008,19,0.461102,1.4,0,0,14,38,18,2,72,87,20792,164,1,0,0,2,1,0,0,3.7,14.9,131.6,66.4,14.6,14340115,37,31.7,3.36,0.9166666666666667,14.6
2008-05-18,2008,20,0.346685,1.4,0,0,11,23,8,4,46,79,17688,144,1,0,0,0,1,0,0,3.7,14.9,131.6,66.4,14.6,14340115,37,31.7,3.7028571428571433,1.1904761904761905,14.6
2008-05-25,2008,21,0.384382,1.4,0,0,14,11,5,0,30,76,15321,141,0,0,0,0,0,0,0,3.7,14.9,131.6,66.4,14.6,14340115,37,31.7,3.802857142857143,0.7857142857142857,14.6
2008-06-01,2008,22,0.467701,1.4,0,0,14,6,5,2,27,69,13455,110,0,0,0,0,0,0,0,2.8,85.2,17.0,121.9,20.6,14340115,37,31.7,4.094285714285715,1.5428571428571427,20.6
2008-06-08,2008,23,0.497809,1.4,0,0,15,15,8,1,39,65,13632,85,1,0,0,0,1,0,0,2.8,85.2,17.0,121.9,20.6,14340115,37,31.7,2.94,2.619047619047619,20.6
2008-06-15,2008,24,0.316276,1.4,0,0,11,5,8,2,26,62,13188,35,0,0,0,0,0,0,0,2.8,85.2,17.0,121.9,20.6,14340115,37,31.7,2.902857142857143,3.5333333333333337,20.6
